PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
32099,0,3,Passenger_32099,male,50.0,5,3,TKT132099,179.46,C182,Q
32100,0,2,Passenger_32100,female,67.4,3,1,TKT132100,441.59,C117,Q
32101,0,3,Passenger_32101,male,46.2,0,2,TKT132101,300.14,C56,C
32102,0,3,Passenger_32102,female,36.8,5,3,TKT132102,322.63,C17,C
32103,1,3,Passenger_32103,male,54.4,0,0,TKT132103,20.69,C27,S
32104,1,1,Passenger_32104,female,19.3,5,2,TKT132104,364.18,C44,Q
32105,1,3,Passenger_32105,female,29.0,2,1,TKT132105,252.17,C4,S
32106,1,3,Passenger_32106,female,63.0,2,3,TKT132106,210.46,C156,S
32107,1,2,Passenger_32107,female,29.3,2,2,TKT132107,73.67,C74,Q
32108,0,3,Passenger_32108,male,57.8,4,0,TKT132108,118.09,C155,S
32109,0,3,Passenger_32109,male,42.4,4,0,TKT132109,306.96,C118,C
32110,1,1,Passenger_32110,female,79.8,3,2,TKT132110,253.02,C30,S
32111,1,2,Passenger_32111,female,30.4,3,2,TKT132111,278.06,C67,C
32112,1,1,Passenger_32112,female,39.1,3,2,TKT132112,471.41,C63,S
32113,0,2,Passenger_32113,male,45.6,3,0,TKT132113,491.85,C152,S
32114,0,1,Passenger_32114,female,25.2,1,1,TKT132114,336.07,C1,S
32115,0,1,Passenger_32115,male,25.7,0,2,TKT132115,265.83,C36,S
32116,1,3,Passenger_32116,female,2.4,0,3,TKT132116,112.92,C107,S
32117,0,1,Passenger_32117,male,78.5,2,0,TKT132117,299.22,C182,S
32118,0,2,Passenger_32118,female,40.2,0,1,TKT132118,261.56,C171,C
32119,0,3,Passenger_32119,male,41.5,2,4,TKT132119,112.44,C24,S
32120,1,1,Passenger_32120,male,7.6,2,3,TKT132120,119.4,C110,S
32121,0,3,Passenger_32121,male,32.2,3,1,TKT132121,186.07,C36,S
32122,1,3,Passenger_32122,female,67.8,3,3,TKT132122,236.85,C147,C
32123,0,3,Passenger_32123,male,7.6,2,0,TKT132123,267.45,C150,S
32124,1,3,Passenger_32124,female,32.1,5,1,TKT132124,95.74,C41,S
32125,1,1,Passenger_32125,female,36.1,5,2,TKT132125,111.74,C151,S
32126,1,3,Passenger_32126,male,14.1,5,4,TKT132126,281.42,C96,S
32127,0,2,Passenger_32127,female,51.7,4,4,TKT132127,38.45,C84,C
32128,0,3,Passenger_32128,male,27.6,3,2,TKT132128,352.45,C98,S
32129,1,3,Passenger_32129,male,74.7,4,0,TKT132129,359.1,C111,S
32130,0,2,Passenger_32130,female,73.9,4,2,TKT132130,426.69,C75,S
32131,1,3,Passenger_32131,female,47.9,3,0,TKT132131,306.42,C76,S
32132,0,1,Passenger_32132,male,9.2,5,2,TKT132132,307.83,C199,S
32133,0,3,Passenger_32133,male,51.3,0,0,TKT132133,151.08,C142,C
32134,0,3,Passenger_32134,female,41.6,2,1,TKT132134,338.5,C181,S
32135,1,3,Passenger_32135,female,35.3,1,3,TKT132135,254.97,C37,S
32136,1,1,Passenger_32136,female,73.6,5,0,TKT132136,405.22,C52,S
32137,0,1,Passenger_32137,female,71.6,2,0,TKT132137,72.77,C142,S
32138,0,3,Passenger_32138,male,58.5,4,1,TKT132138,25.64,C76,C
32139,1,2,Passenger_32139,female,35.7,3,4,TKT132139,67.9,C36,S
32140,1,3,Passenger_32140,female,46.9,3,1,TKT132140,42.09,C103,S
32141,1,2,Passenger_32141,male,62.4,4,4,TKT132141,346.22,C99,S
32142,0,3,Passenger_32142,female,73.9,4,2,TKT132142,30.06,C11,C
32143,1,3,Passenger_32143,female,65.0,1,4,TKT132143,426.07,C119,S
32144,1,3,Passenger_32144,male,69.0,3,2,TKT132144,62.5,C75,Q
32145,1,3,Passenger_32145,female,4.1,2,3,TKT132145,159.62,C185,S
32146,0,2,Passenger_32146,male,26.7,2,1,TKT132146,218.48,C128,S
32147,1,2,Passenger_32147,female,23.2,3,0,TKT132147,316.3,C1,S
32148,1,1,Passenger_32148,female,31.0,1,4,TKT132148,304.25,C144,S
32149,0,3,Passenger_32149,male,70.4,2,2,TKT132149,117.53,C147,S
32150,1,2,Passenger_32150,male,47.7,3,4,TKT132150,198.55,C39,S
32151,0,2,Passenger_32151,female,16.2,0,2,TKT132151,141.27,C193,S
32152,0,3,Passenger_32152,female,43.5,0,0,TKT132152,505.74,C163,S
32153,1,3,Passenger_32153,female,68.7,5,2,TKT132153,420.61,C53,S
32154,0,3,Passenger_32154,male,66.8,0,1,TKT132154,367.38,C61,S
32155,1,1,Passenger_32155,female,20.5,0,3,TKT132155,488.96,C120,S
32156,0,2,Passenger_32156,male,40.7,5,3,TKT132156,58.71,C32,C
32157,1,2,Passenger_32157,male,19.8,1,4,TKT132157,265.26,C83,S
32158,0,2,Passenger_32158,male,62.4,5,3,TKT132158,130.37,C184,C
32159,1,2,Passenger_32159,female,61.4,1,4,TKT132159,290.18,C88,S
32160,0,3,Passenger_32160,female,51.9,0,3,TKT132160,487.67,C147,Q
32161,0,2,Passenger_32161,female,49.8,0,4,TKT132161,39.31,C73,Q
32162,1,3,Passenger_32162,female,11.4,3,3,TKT132162,34.53,C56,S
32163,1,3,Passenger_32163,female,5.0,0,0,TKT132163,36.93,C184,S
32164,1,3,Passenger_32164,female,5.7,4,2,TKT132164,115.83,C26,S
32165,0,3,Passenger_32165,male,36.9,1,4,TKT132165,488.64,C41,S
32166,1,2,Passenger_32166,female,68.3,5,0,TKT132166,290.05,C102,C
32167,0,3,Passenger_32167,male,38.6,1,4,TKT132167,61.13,C22,C
32168,0,2,Passenger_32168,female,0.7,2,2,TKT132168,90.81,C55,C
32169,0,3,Passenger_32169,female,69.4,5,0,TKT132169,63.92,C69,S
32170,1,1,Passenger_32170,female,30.6,0,2,TKT132170,488.21,C184,C
32171,0,1,Passenger_32171,male,12.6,2,2,TKT132171,478.37,C72,S
32172,1,2,Passenger_32172,female,33.7,3,1,TKT132172,159.91,C5,Q
32173,1,2,Passenger_32173,female,62.6,4,2,TKT132173,23.7,C111,S
32174,0,3,Passenger_32174,male,16.6,3,2,TKT132174,60.33,C135,C
32175,0,3,Passenger_32175,female,2.5,2,1,TKT132175,74.09,C73,S
32176,1,3,Passenger_32176,female,64.7,2,3,TKT132176,53.35,C120,S
32177,0,3,Passenger_32177,male,18.1,0,1,TKT132177,111.22,C86,Q
32178,1,2,Passenger_32178,female,60.8,4,4,TKT132178,140.98,C43,S
32179,0,3,Passenger_32179,female,42.1,0,0,TKT132179,463.75,C200,S
32180,1,3,Passenger_32180,female,56.3,3,3,TKT132180,16.89,C180,C
32181,1,1,Passenger_32181,female,4.9,4,0,TKT132181,332.51,C140,C
32182,1,3,Passenger_32182,female,21.0,5,3,TKT132182,420.36,C173,C
32183,0,3,Passenger_32183,male,21.9,5,3,TKT132183,15.45,C108,C
32184,0,2,Passenger_32184,male,77.8,3,4,TKT132184,195.71,C33,C
32185,1,3,Passenger_32185,female,42.4,4,4,TKT132185,88.29,C43,S
32186,0,3,Passenger_32186,male,15.4,4,4,TKT132186,363.63,C78,S
32187,1,3,Passenger_32187,female,75.4,0,0,TKT132187,297.11,C119,S
32188,1,3,Passenger_32188,female,22.8,4,1,TKT132188,5.03,C180,Q
32189,1,1,Passenger_32189,female,71.2,5,4,TKT132189,453.67,C168,S
32190,0,2,Passenger_32190,female,55.8,3,1,TKT132190,298.58,C26,Q
32191,1,1,Passenger_32191,female,11.2,5,2,TKT132191,391.6,C111,S
32192,1,2,Passenger_32192,female,29.3,5,4,TKT132192,356.64,C57,S
32193,1,1,Passenger_32193,female,40.9,3,1,TKT132193,297.76,C33,S
32194,0,3,Passenger_32194,female,13.6,1,1,TKT132194,193.87,C19,Q
32195,0,3,Passenger_32195,male,1.2,0,0,TKT132195,502.56,C23,S
32196,0,1,Passenger_32196,male,64.9,0,3,TKT132196,265.89,C38,S
32197,1,3,Passenger_32197,female,44.8,4,2,TKT132197,262.32,C126,S
32198,1,2,Passenger_32198,female,50.7,3,3,TKT132198,288.47,C166,S
32199,0,2,Passenger_32199,male,32.8,5,4,TKT132199,463.44,C30,S
32200,1,3,Passenger_32200,male,55.7,0,2,TKT132200,372.03,C196,S
32201,1,1,Passenger_32201,female,59.9,1,1,TKT132201,357.22,C112,S
32202,0,3,Passenger_32202,female,41.1,0,3,TKT132202,449.49,C83,S
32203,0,2,Passenger_32203,female,38.1,2,2,TKT132203,127.0,C189,S
32204,0,3,Passenger_32204,female,25.5,1,4,TKT132204,510.51,C183,S
32205,0,3,Passenger_32205,male,65.0,1,3,TKT132205,213.18,C181,S
32206,0,3,Passenger_32206,male,17.3,1,0,TKT132206,45.71,C21,Q
32207,0,3,Passenger_32207,female,3.4,0,2,TKT132207,160.86,C99,S
32208,1,3,Passenger_32208,female,49.5,0,3,TKT132208,426.03,C104,S
32209,1,3,Passenger_32209,female,32.0,1,1,TKT132209,88.84,C154,Q
32210,1,3,Passenger_32210,female,50.9,5,3,TKT132210,497.92,C9,S
32211,0,3,Passenger_32211,male,22.8,2,3,TKT132211,71.15,C173,Q
32212,1,2,Passenger_32212,female,21.6,1,1,TKT132212,470.83,C181,S
32213,1,3,Passenger_32213,female,48.8,0,0,TKT132213,321.69,C72,S
32214,0,2,Passenger_32214,male,0.4,1,0,TKT132214,254.67,C63,S
32215,0,3,Passenger_32215,male,31.4,5,1,TKT132215,272.03,C95,C
32216,0,1,Passenger_32216,male,4.1,3,4,TKT132216,450.33,C91,Q
32217,1,2,Passenger_32217,female,70.0,1,1,TKT132217,119.3,C59,S
32218,1,3,Passenger_32218,female,67.1,0,2,TKT132218,93.03,C16,S
32219,1,2,Passenger_32219,female,53.1,3,0,TKT132219,152.28,C85,S
32220,1,2,Passenger_32220,female,5.1,2,0,TKT132220,294.03,C95,S
32221,0,3,Passenger_32221,male,48.8,5,3,TKT132221,97.7,C182,S
32222,0,3,Passenger_32222,male,13.7,3,0,TKT132222,444.6,C66,S
32223,1,3,Passenger_32223,female,39.5,5,1,TKT132223,432.38,C176,S
32224,0,3,Passenger_32224,male,66.1,1,0,TKT132224,156.49,C42,S
32225,1,3,Passenger_32225,female,56.3,2,0,TKT132225,474.2,C116,S
32226,0,3,Passenger_32226,male,9.4,3,0,TKT132226,254.82,C36,S
32227,0,3,Passenger_32227,male,15.8,1,3,TKT132227,34.94,C113,S
32228,1,3,Passenger_32228,female,15.6,2,1,TKT132228,381.02,C200,S
32229,1,1,Passenger_32229,female,40.1,1,4,TKT132229,372.8,C191,S
32230,0,2,Passenger_32230,male,37.0,1,3,TKT132230,148.76,C32,Q
32231,0,3,Passenger_32231,female,61.0,1,2,TKT132231,241.83,C17,S
32232,1,2,Passenger_32232,female,32.9,4,1,TKT132232,380.91,C29,S
32233,1,2,Passenger_32233,female,7.2,1,4,TKT132233,79.01,C183,S
32234,1,1,Passenger_32234,female,80.0,2,4,TKT132234,88.86,C171,S
32235,0,3,Passenger_32235,male,8.3,4,3,TKT132235,417.38,C176,S
32236,1,3,Passenger_32236,female,57.3,2,1,TKT132236,211.65,C34,S
32237,0,3,Passenger_32237,female,72.0,3,4,TKT132237,134.71,C152,C
32238,1,1,Passenger_32238,female,35.4,1,2,TKT132238,326.02,C101,S
32239,0,3,Passenger_32239,male,42.3,5,3,TKT132239,70.64,C129,S
32240,0,1,Passenger_32240,male,41.3,0,1,TKT132240,74.13,C67,S
32241,0,3,Passenger_32241,female,46.8,2,4,TKT132241,326.26,C11,S
32242,0,3,Passenger_32242,male,28.5,3,1,TKT132242,343.22,C11,C
32243,0,3,Passenger_32243,male,5.6,4,0,TKT132243,389.07,C199,Q
32244,1,3,Passenger_32244,female,38.9,0,4,TKT132244,335.53,C188,S
32245,0,3,Passenger_32245,male,25.1,0,3,TKT132245,461.89,C13,S
32246,1,1,Passenger_32246,female,16.5,4,0,TKT132246,256.24,C12,C
32247,1,3,Passenger_32247,female,6.3,1,0,TKT132247,19.46,C88,S
32248,1,3,Passenger_32248,female,9.0,4,4,TKT132248,294.9,C97,S
32249,0,1,Passenger_32249,female,43.1,0,0,TKT132249,480.82,C6,S
32250,0,3,Passenger_32250,female,69.8,1,4,TKT132250,146.34,C99,C
32251,1,2,Passenger_32251,male,7.9,0,1,TKT132251,483.13,C138,S
32252,0,1,Passenger_32252,male,55.0,5,1,TKT132252,415.23,C121,C
32253,0,3,Passenger_32253,male,50.9,3,2,TKT132253,407.67,C12,S
32254,1,1,Passenger_32254,male,3.5,2,0,TKT132254,147.51,C94,S
32255,0,3,Passenger_32255,female,30.6,1,3,TKT132255,92.74,C160,S
32256,0,3,Passenger_32256,male,11.8,4,3,TKT132256,389.73,C167,S
32257,0,2,Passenger_32257,male,10.8,1,3,TKT132257,363.88,C93,S
32258,0,1,Passenger_32258,male,62.9,3,4,TKT132258,216.15,C149,S
32259,1,3,Passenger_32259,male,47.1,3,1,TKT132259,85.7,C103,S
32260,1,1,Passenger_32260,female,45.3,0,4,TKT132260,385.19,C99,C
32261,1,3,Passenger_32261,female,73.7,2,2,TKT132261,168.38,C82,S
32262,1,1,Passenger_32262,female,10.8,0,1,TKT132262,133.86,C108,C
32263,1,1,Passenger_32263,female,77.1,2,0,TKT132263,431.85,C115,S
32264,0,3,Passenger_32264,female,50.6,0,2,TKT132264,303.91,C171,S
32265,1,2,Passenger_32265,male,57.9,1,0,TKT132265,488.63,C6,C
32266,0,3,Passenger_32266,male,17.4,2,3,TKT132266,192.45,C163,S
32267,0,3,Passenger_32267,male,5.2,4,1,TKT132267,196.57,C57,S
32268,1,3,Passenger_32268,female,3.8,0,1,TKT132268,386.67,C25,S
32269,1,1,Passenger_32269,female,10.4,1,3,TKT132269,145.84,C60,S
32270,1,1,Passenger_32270,female,33.7,2,1,TKT132270,221.02,C60,S
32271,1,3,Passenger_32271,female,26.3,2,0,TKT132271,451.7,C69,S
32272,1,2,Passenger_32272,female,43.2,2,0,TKT132272,467.6,C188,S
32273,0,3,Passenger_32273,male,52.0,2,0,TKT132273,281.14,C157,Q
32274,1,3,Passenger_32274,female,11.7,2,4,TKT132274,151.97,C44,S
32275,1,3,Passenger_32275,female,2.0,3,3,TKT132275,45.14,C147,S
32276,0,3,Passenger_32276,female,48.1,2,1,TKT132276,60.89,C61,Q
32277,0,3,Passenger_32277,male,30.3,1,0,TKT132277,6.73,C183,S
32278,0,3,Passenger_32278,male,75.4,1,3,TKT132278,212.07,C60,S
32279,1,3,Passenger_32279,female,55.7,2,1,TKT132279,293.12,C122,S
32280,1,2,Passenger_32280,female,74.2,2,2,TKT132280,299.45,C178,S
32281,1,3,Passenger_32281,female,49.8,1,3,TKT132281,93.11,C4,S
32282,1,3,Passenger_32282,female,18.8,3,0,TKT132282,162.63,C123,C
32283,1,3,Passenger_32283,female,75.9,0,4,TKT132283,418.11,C113,C
32284,0,2,Passenger_32284,male,79.0,4,3,TKT132284,302.51,C185,Q
32285,1,3,Passenger_32285,female,16.0,4,1,TKT132285,111.54,C74,S
32286,0,2,Passenger_32286,female,34.7,1,0,TKT132286,231.36,C62,S
32287,1,3,Passenger_32287,female,51.2,2,0,TKT132287,312.55,C175,C
32288,1,2,Passenger_32288,female,76.3,1,3,TKT132288,89.76,C164,C
32289,1,1,Passenger_32289,male,26.6,0,1,TKT132289,170.65,C107,S
32290,0,1,Passenger_32290,male,14.4,4,1,TKT132290,484.25,C80,S
32291,1,1,Passenger_32291,male,59.4,4,1,TKT132291,90.93,C10,S
32292,0,3,Passenger_32292,female,65.1,3,0,TKT132292,511.98,C198,S
32293,1,1,Passenger_32293,female,14.9,3,3,TKT132293,285.81,C81,C
32294,0,3,Passenger_32294,male,7.0,3,2,TKT132294,478.1,C162,S
32295,0,3,Passenger_32295,male,40.8,2,2,TKT132295,208.22,C109,S
32296,1,1,Passenger_32296,female,32.7,2,3,TKT132296,438.57,C185,S
32297,1,1,Passenger_32297,female,52.7,5,1,TKT132297,470.29,C132,Q
32298,1,2,Passenger_32298,female,78.4,3,1,TKT132298,265.71,C44,S
32299,1,3,Passenger_32299,male,1.5,5,3,TKT132299,213.35,C37,S
32300,0,2,Passenger_32300,male,74.6,1,0,TKT132300,474.24,C61,S
32301,0,2,Passenger_32301,female,49.0,0,2,TKT132301,237.46,C118,S
32302,1,1,Passenger_32302,male,45.8,4,1,TKT132302,206.3,C135,C
32303,1,2,Passenger_32303,female,64.8,1,1,TKT132303,443.96,C184,S
32304,1,2,Passenger_32304,female,59.9,5,2,TKT132304,19.56,C129,C
32305,1,1,Passenger_32305,female,40.6,2,4,TKT132305,125.45,C90,S
32306,1,2,Passenger_32306,female,53.1,5,0,TKT132306,362.63,C141,S
32307,1,3,Passenger_32307,male,38.2,5,1,TKT132307,414.21,C21,S
32308,0,1,Passenger_32308,male,41.4,5,2,TKT132308,188.43,C94,S
32309,1,2,Passenger_32309,male,56.7,2,0,TKT132309,149.38,C90,S
32310,1,1,Passenger_32310,female,54.8,5,4,TKT132310,86.31,C9,C
32311,0,3,Passenger_32311,female,38.3,2,4,TKT132311,199.52,C141,S
32312,1,3,Passenger_32312,female,71.0,2,1,TKT132312,199.21,C164,S
32313,0,3,Passenger_32313,male,76.1,1,3,TKT132313,261.5,C25,S
32314,1,3,Passenger_32314,female,45.9,1,0,TKT132314,109.5,C91,S
32315,1,1,Passenger_32315,female,17.7,5,4,TKT132315,250.52,C37,S
32316,1,1,Passenger_32316,male,25.1,2,1,TKT132316,128.1,C25,S
32317,1,1,Passenger_32317,male,1.3,2,3,TKT132317,450.91,C133,S
32318,1,1,Passenger_32318,female,23.1,2,0,TKT132318,407.75,C186,S
32319,0,3,Passenger_32319,male,33.8,1,2,TKT132319,310.08,C175,S
32320,0,3,Passenger_32320,male,63.2,2,0,TKT132320,169.3,C71,S
32321,1,3,Passenger_32321,male,75.4,5,1,TKT132321,223.71,C34,S
32322,0,3,Passenger_32322,male,33.4,1,0,TKT132322,284.31,C188,S
32323,1,2,Passenger_32323,female,37.4,4,0,TKT132323,472.74,C164,S
32324,0,1,Passenger_32324,male,36.4,2,1,TKT132324,81.38,C14,S
32325,1,3,Passenger_32325,female,30.6,5,4,TKT132325,327.34,C122,S
32326,0,1,Passenger_32326,male,3.1,4,2,TKT132326,448.78,C124,Q
32327,0,3,Passenger_32327,male,65.5,1,1,TKT132327,98.32,C174,Q
32328,1,2,Passenger_32328,male,60.5,5,3,TKT132328,143.29,C149,S
32329,0,1,Passenger_32329,male,39.5,3,1,TKT132329,54.49,C19,Q
32330,0,1,Passenger_32330,male,60.1,2,4,TKT132330,410.17,C164,S
32331,1,1,Passenger_32331,female,40.5,5,1,TKT132331,285.3,C81,S
32332,0,1,Passenger_32332,male,21.8,3,3,TKT132332,494.32,C192,S
32333,1,3,Passenger_32333,female,64.8,5,3,TKT132333,417.27,C109,Q
32334,0,2,Passenger_32334,female,64.7,4,2,TKT132334,183.85,C70,S
32335,0,3,Passenger_32335,male,51.2,3,0,TKT132335,370.93,C154,S
32336,0,2,Passenger_32336,male,20.6,1,2,TKT132336,233.88,C164,C
32337,1,3,Passenger_32337,female,45.2,5,0,TKT132337,292.61,C109,S
32338,1,3,Passenger_32338,female,67.3,2,4,TKT132338,266.58,C68,S
32339,1,1,Passenger_32339,female,73.6,0,4,TKT132339,10.96,C182,S
32340,1,1,Passenger_32340,female,21.5,5,3,TKT132340,385.97,C55,S
32341,0,3,Passenger_32341,male,72.3,5,0,TKT132341,159.47,C116,C
32342,0,1,Passenger_32342,male,63.9,5,3,TKT132342,171.84,C129,S
32343,0,2,Passenger_32343,male,79.3,5,0,TKT132343,242.88,C35,C
32344,1,2,Passenger_32344,male,65.5,0,3,TKT132344,142.99,C83,S
32345,1,3,Passenger_32345,female,75.5,0,3,TKT132345,490.87,C40,C
32346,0,3,Passenger_32346,male,38.0,4,2,TKT132346,504.54,C40,C
32347,1,3,Passenger_32347,female,57.6,5,1,TKT132347,235.88,C114,C
32348,0,1,Passenger_32348,female,66.5,5,0,TKT132348,122.35,C124,S
32349,0,3,Passenger_32349,male,59.0,3,2,TKT132349,251.96,C157,Q
32350,1,3,Passenger_32350,female,48.6,2,1,TKT132350,119.7,C56,C
32351,1,2,Passenger_32351,female,66.3,0,3,TKT132351,248.7,C13,C
32352,0,2,Passenger_32352,male,77.7,5,2,TKT132352,167.14,C96,S
32353,0,1,Passenger_32353,male,3.3,0,0,TKT132353,495.81,C199,S
32354,1,3,Passenger_32354,female,36.7,0,3,TKT132354,201.64,C69,S
32355,1,1,Passenger_32355,female,46.5,3,2,TKT132355,81.83,C77,Q
32356,1,2,Passenger_32356,male,77.3,3,0,TKT132356,169.31,C55,S
32357,1,3,Passenger_32357,male,3.3,5,3,TKT132357,29.98,C190,S
32358,1,3,Passenger_32358,female,1.4,1,2,TKT132358,142.22,C141,S
32359,0,3,Passenger_32359,male,69.1,2,1,TKT132359,250.4,C114,S
32360,1,3,Passenger_32360,female,47.4,4,3,TKT132360,144.13,C93,C
32361,1,3,Passenger_32361,female,30.8,3,0,TKT132361,323.25,C111,C
32362,0,1,Passenger_32362,male,46.4,5,2,TKT132362,499.43,C52,S
32363,1,3,Passenger_32363,male,54.4,2,3,TKT132363,125.26,C143,S
32364,0,2,Passenger_32364,male,43.9,5,3,TKT132364,204.14,C124,S
32365,1,3,Passenger_32365,female,71.3,3,3,TKT132365,218.14,C156,Q
32366,0,3,Passenger_32366,male,47.2,3,3,TKT132366,187.96,C47,S
32367,0,3,Passenger_32367,male,68.3,4,3,TKT132367,477.97,C8,S
32368,1,1,Passenger_32368,female,13.3,4,4,TKT132368,132.15,C160,S
32369,1,3,Passenger_32369,female,67.6,3,3,TKT132369,380.71,C51,S
32370,0,3,Passenger_32370,male,40.5,5,0,TKT132370,39.04,C83,S
32371,1,3,Passenger_32371,female,23.6,0,3,TKT132371,466.89,C54,Q
32372,0,3,Passenger_32372,female,73.2,5,3,TKT132372,202.06,C145,S
32373,0,3,Passenger_32373,female,24.9,4,2,TKT132373,412.3,C158,S
32374,0,1,Passenger_32374,male,67.2,2,2,TKT132374,196.86,C21,S
32375,1,2,Passenger_32375,male,0.5,1,2,TKT132375,493.25,C21,Q
32376,0,3,Passenger_32376,male,64.9,1,2,TKT132376,304.42,C151,S
32377,1,2,Passenger_32377,female,36.5,4,3,TKT132377,28.89,C147,S
32378,0,2,Passenger_32378,male,4.3,0,4,TKT132378,26.85,C134,S
32379,0,3,Passenger_32379,male,17.1,1,1,TKT132379,204.05,C42,S
32380,1,1,Passenger_32380,female,51.6,5,4,TKT132380,343.94,C43,S
32381,0,3,Passenger_32381,female,17.9,0,3,TKT132381,256.93,C26,S
32382,0,3,Passenger_32382,male,57.2,4,2,TKT132382,255.22,C145,S
32383,1,3,Passenger_32383,female,11.3,3,1,TKT132383,492.97,C51,C
32384,1,1,Passenger_32384,female,10.0,1,2,TKT132384,422.57,C27,Q
32385,1,3,Passenger_32385,female,5.8,2,3,TKT132385,366.59,C61,S
32386,0,2,Passenger_32386,male,35.3,3,2,TKT132386,511.68,C123,S
32387,0,3,Passenger_32387,female,74.9,4,4,TKT132387,213.43,C119,Q
32388,1,3,Passenger_32388,female,40.3,5,1,TKT132388,355.88,C197,C
32389,1,2,Passenger_32389,male,55.1,5,3,TKT132389,440.09,C159,Q
32390,1,2,Passenger_32390,female,17.7,2,0,TKT132390,302.36,C115,S
32391,0,3,Passenger_32391,male,36.0,1,2,TKT132391,410.87,C16,S
32392,1,1,Passenger_32392,female,33.7,4,3,TKT132392,376.04,C116,C
32393,1,2,Passenger_32393,female,50.0,5,1,TKT132393,77.52,C42,Q
32394,1,3,Passenger_32394,female,18.0,0,2,TKT132394,298.08,C160,S
32395,1,2,Passenger_32395,female,48.1,4,2,TKT132395,93.69,C8,S
32396,1,1,Passenger_32396,female,52.9,2,4,TKT132396,25.41,C189,S
32397,0,2,Passenger_32397,male,23.8,2,0,TKT132397,42.85,C114,Q
32398,0,2,Passenger_32398,female,38.3,5,3,TKT132398,423.99,C191,S
32399,0,2,Passenger_32399,male,41.2,1,4,TKT132399,362.99,C107,S
32400,0,3,Passenger_32400,male,64.6,3,2,TKT132400,317.92,C78,S
32401,1,1,Passenger_32401,female,31.9,5,0,TKT132401,118.44,C194,Q
32402,0,2,Passenger_32402,female,61.4,5,4,TKT132402,82.88,C100,Q
32403,1,3,Passenger_32403,female,62.6,0,0,TKT132403,310.99,C4,S
32404,0,3,Passenger_32404,male,51.2,1,0,TKT132404,447.86,C30,S
32405,0,3,Passenger_32405,male,10.4,2,1,TKT132405,440.04,C20,S
32406,1,3,Passenger_32406,male,16.7,4,4,TKT132406,360.32,C139,S
32407,0,2,Passenger_32407,male,3.6,4,2,TKT132407,152.97,C61,C
32408,0,3,Passenger_32408,male,43.0,0,2,TKT132408,10.35,C186,C
32409,0,3,Passenger_32409,female,33.3,1,3,TKT132409,111.49,C93,S
32410,0,3,Passenger_32410,male,13.0,4,3,TKT132410,287.67,C37,S
32411,0,3,Passenger_32411,male,74.3,1,2,TKT132411,490.83,C111,S
32412,0,3,Passenger_32412,female,32.9,0,1,TKT132412,317.37,C191,S
32413,1,3,Passenger_32413,female,30.9,2,4,TKT132413,496.98,C104,S
32414,1,3,Passenger_32414,female,48.0,5,3,TKT132414,263.72,C162,C
32415,1,3,Passenger_32415,female,61.3,1,2,TKT132415,233.07,C122,S
32416,0,3,Passenger_32416,female,24.5,4,3,TKT132416,120.41,C141,S
32417,0,2,Passenger_32417,male,15.5,5,3,TKT132417,89.52,C45,S
32418,0,3,Passenger_32418,male,30.2,3,4,TKT132418,235.16,C197,S
32419,1,3,Passenger_32419,male,28.4,4,4,TKT132419,50.68,C30,Q
32420,1,1,Passenger_32420,male,47.2,3,2,TKT132420,144.22,C74,C
32421,0,3,Passenger_32421,female,8.8,4,1,TKT132421,416.7,C32,S
32422,0,3,Passenger_32422,female,78.5,0,0,TKT132422,476.15,C148,S
32423,0,2,Passenger_32423,male,71.3,1,0,TKT132423,509.2,C103,S
32424,1,2,Passenger_32424,male,77.3,2,4,TKT132424,322.01,C69,S
32425,1,3,Passenger_32425,female,48.3,1,3,TKT132425,9.51,C74,C
32426,0,2,Passenger_32426,male,50.4,1,4,TKT132426,375.73,C185,C
32427,1,2,Passenger_32427,female,28.4,3,0,TKT132427,246.61,C180,S
32428,1,1,Passenger_32428,female,46.4,2,3,TKT132428,54.77,C30,Q
32429,0,3,Passenger_32429,female,53.5,1,1,TKT132429,151.24,C32,S
32430,0,2,Passenger_32430,male,40.4,5,0,TKT132430,487.47,C22,S
32431,1,1,Passenger_32431,female,66.9,4,1,TKT132431,297.71,C34,S
32432,0,3,Passenger_32432,male,68.2,0,3,TKT132432,275.75,C160,S
32433,0,3,Passenger_32433,female,34.1,5,0,TKT132433,435.03,C192,S
32434,1,1,Passenger_32434,male,43.7,2,2,TKT132434,11.49,C194,S
32435,0,1,Passenger_32435,male,63.5,3,0,TKT132435,205.76,C181,S
32436,1,3,Passenger_32436,female,10.2,3,1,TKT132436,198.1,C114,C
32437,1,2,Passenger_32437,female,77.7,1,4,TKT132437,132.77,C8,Q
32438,1,2,Passenger_32438,male,58.9,4,4,TKT132438,220.15,C182,S
32439,0,3,Passenger_32439,male,34.4,4,1,TKT132439,170.94,C128,S
32440,0,3,Passenger_32440,male,55.5,2,2,TKT132440,398.4,C80,C
32441,0,3,Passenger_32441,female,61.7,1,4,TKT132441,281.77,C65,S
32442,0,3,Passenger_32442,male,50.2,0,1,TKT132442,149.42,C168,C
32443,1,1,Passenger_32443,male,68.2,2,0,TKT132443,153.18,C18,S
32444,0,2,Passenger_32444,female,38.4,2,2,TKT132444,165.75,C20,C
32445,1,1,Passenger_32445,female,66.9,4,2,TKT132445,9.41,C161,S
